FID;Area;MUNCod;NOMMun;ZAT;UTAM
345;217662,747332000000000;11001,000000000000000;Bogotá;991,000000000000000;UTAM101
346;198998,671065000000000;11001,000000000000000;Bogotá;278,000000000000000;UTAM101
347;225340,795044000000000;11001,000000000000000;Bogotá;341,000000000000000;UTAM101
348;360508,311856999990000;11001,000000000000000;Bogotá;344,000000000000000;UTAM101
349;191553,915060000000000;11001,000000000000000;Bogotá;342,000000000000000;UTAM91
350;328220,048730999990000;11001,000000000000000;Bogotá;381,000000000000000;UTAM43
351;64033,512555699999000;11001,000000000000000;Bogotá;965,000000000000000;UTAM44
352;445446,286965999990000;11001,000000000000000;Bogotá;422,000000000000000;UTAM44
353;605376,319857000020000;11001,000000000000000;Bogotá;420,000000000000000;UTAM44
354;913789,556207000050000;11001,000000000000000;Bogotá;520,000000000000000;UTAM45
355;603133,248347999990000;11001,000000000000000;Bogotá;522,000000000000000;UTAM47
356;167256,081340000000000;11001,000000000000000;Bogotá;418,000000000000000;UTAM47
357;847209,791831000010000;11001,000000000000000;Bogotá;384,000000000000000;UTAM111
358;645636,236336000030000;11001,000000000000000;Bogotá;382,000000000000000;UTAM43
359;503351,301870999970000;11001,000000000000000;Bogotá;425,000000000000000;UTAM40
360;718359,525025999990000;11001,000000000000000;Bogotá;423,000000000000000;UTAM44
361;202228,030460999990000;11001,000000000000000;Bogotá;516,000000000000000;UTAM41
362;403229,726640000010000;11001,000000000000000;Bogotá;513,000000000000000;UTAM41
363;956690,395191999970000;11001,000000000000000;Bogotá;517,000000000000000;UTAM45
364;386630,259365000010000;11001,000000000000000;Bogotá;369,000000000000000;UTAM108
365;271621,873406999980000;11001,000000000000000;Bogotá;368,000000000000000;UTAM108
366;572896,302555999950000;11001,000000000000000;Bogotá;370,000000000000000;UTAM108
367;563889,612193000040000;11001,000000000000000;Bogotá;374,000000000000000;UTAM43
368;442918,015521999970000;11001,000000000000000;Bogotá;367,000000000000000;UTAM108
369;841575,972653000030000;11001,000000000000000;Bogotá;371,000000000000000;UTAM108
370;438745,191555999980000;11001,000000000000000;Bogotá;373,000000000000000;UTAM40
371;216820,892729999990000;11001,000000000000000;Bogotá;952,000000000000000;UTAM107
372;246164,642322000000000;11001,000000000000000;Bogotá;365,000000000000000;UTAM108
373;513126,270013000000000;11001,000000000000000;Bogotá;364,000000000000000;UTAM108
374;386944,597763000000000;11001,000000000000000;Bogotá;427,000000000000000;UTAM40
375;451044,672930000000000;11001,000000000000000;Bogotá;428,000000000000000;UTAM40
376;542589,946047000000000;11001,000000000000000;Bogotá;506,000000000000000;UTAM40
377;134274,442194000000000;11001,000000000000000;Bogotá;985,000000000000000;UTAM38
378;430886,103148999970000;11001,000000000000000;Bogotá;507,000000000000000;UTAM40
379;302778,376358999990000;11001,000000000000000;Bogotá;515,000000000000000;UTAM41
380;171389,755785999990000;11001,000000000000000;Bogotá;514,000000000000000;UTAM41
381;200313,508081999990000;11001,000000000000000;Bogotá;512,000000000000000;UTAM41
382;459026,472509999990000;11001,000000000000000;Bogotá;575,000000000000000;UTAM42
383;343596,989887000000000;11001,000000000000000;Bogotá;539,000000000000000;UTAM45
384;513617,994535000010000;11001,000000000000000;Bogotá;540,000000000000000;UTAM45
385;831890,660335000020000;11001,000000000000000;Bogotá;328,000000000000000;UTAM111
386;287244,178338999980000;11001,000000000000000;Bogotá;378,000000000000000;UTAM43
387;380092,841809000010000;11001,000000000000000;Bogotá;330,000000000000000;UTAM107
388;449336,416134000000000;11001,000000000000000;Bogotá;332,000000000000000;UTAM111
389;181106,595826000000000;11001,000000000000000;Bogotá;379,000000000000000;UTAM43
390;585428,208969000030000;11001,000000000000000;Bogotá;509,000000000000000;UTAM41
391;738653,989997999980000;11001,000000000000000;Bogotá;531,000000000000000;UTAM81
392;296665,932648000020000;11001,000000000000000;Bogotá;532,000000000000000;UTAM81
393;368734,839010000000000;11001,000000000000000;Bogotá;533,000000000000000;UTAM47
394;295012,785861000010000;11001,000000000000000;Bogotá;547,000000000000000;UTAM48
395;1061863,625010000100000;11001,000000000000000;Bogotá;535,000000000000000;UTAM48
396;815173,206054999960000;11001,000000000000000;Bogotá;542,000000000000000;UTAM49
397;209890,920320000000000;11001,000000000000000;Bogotá;989,000000000000000;UTAM80
398;416527,426847999970000;11001,000000000000000;Bogotá;410,000000000000000;UTAM80
399;228526,020886999990000;11001,000000000000000;Bogotá;541,000000000000000;UTAM65
400;708629,523104000020000;11001,000000000000000;Bogotá;537,000000000000000;UTAM48
401;195879,722710000000000;11001,000000000000000;Bogotá;524,000000000000000;UTAM48
402;472749,053862000000000;11001,000000000000000;Bogotá;523,000000000000000;UTAM47
403;389543,808494000000000;11001,000000000000000;Bogotá;538,000000000000000;UTAM45
404;167283,685880000000000;11001,000000000000000;Bogotá;521,000000000000000;UTAM45
405;1051147,138740000100000;11001,000000000000000;Bogotá;519,000000000000000;UTAM45
406;444783,632175999980000;11001,000000000000000;Bogotá;411,000000000000000;UTAM82
407;651811,033937999980000;11001,000000000000000;Bogotá;577,000000000000000;UTAM42
408;187004,711868999990000;11001,000000000000000;Bogotá;578,000000000000000;UTAM39
409;287219,760908000000000;11001,000000000000000;Bogotá;511,000000000000000;UTAM41
410;1005582,040620000000000;11001,000000000000000;Bogotá;401,000000000000000;UTAM77
411;440277,468812000010000;11001,000000000000000;Bogotá;406,000000000000000;UTAM77
412;217042,000650000000000;11001,000000000000000;Bogotá;400,000000000000000;UTAM75
413;561785,764083000020000;11001,000000000000000;Bogotá;402,000000000000000;UTAM77
414;1169613,564500000100000;11001,000000000000000;Bogotá;309,000000000000000;UTAM76
415;406174,146639999990000;11001,000000000000000;Bogotá;399,000000000000000;UTAM75
416;586053,738820999980000;11001,000000000000000;Bogotá;313,000000000000000;UTAM75
417;574887,349306000050000;11001,000000000000000;Bogotá;315,000000000000000;UTAM75
418;421465,670201000000000;11001,000000000000000;Bogotá;316,000000000000000;UTAM75
419;355035,957628000000000;11001,000000000000000;Bogotá;307,000000000000000;UTAM115
420;319313,320478999990000;11001,000000000000000;Bogotá;270,000000000000000;UTAM90
421;122745,342999000000000;11001,000000000000000;Bogotá;348,000000000000000;UTAM92
422;105434,142882999990000;11001,000000000000000;Bogotá;346,000000000000000;UTAM91
423;210537,938548000010000;11001,000000000000000;Bogotá;349,000000000000000;UTAM92
424;200708,758468999990000;11001,000000000000000;Bogotá;345,000000000000000;UTAM91
425;144054,374790000000000;11001,000000000000000;Bogotá;351,000000000000000;UTAM91
426;177601,266208999990000;11001,000000000000000;Bogotá;356,000000000000000;UTAM101
427;259365,852680000010000;11001,000000000000000;Bogotá;357,000000000000000;UTAM102
428;416773,471000000020000;11001,000000000000000;Bogotá;360,000000000000000;UTAM102
429;122568,742019000000000;11001,000000000000000;Bogotá;966,000000000000000;UTAM102
430;113112,003643000000000;11001,000000000000000;Bogotá;358,000000000000000;UTAM102
431;122224,435496000010000;11001,000000000000000;Bogotá;395,000000000000000;UTAM101
432;235182,324702999990000;11001,000000000000000;Bogotá;339,000000000000000;UTAM101
433;129740,791885000000000;11001,000000000000000;Bogotá;843,000000000000000;UTAM102
434;625381,323474999980000;11001,000000000000000;Bogotá;363,000000000000000;UTAM102
435;233082,204227999990000;11001,000000000000000;Bogotá;337,000000000000000;UTAM107
436;182887,608676000000000;11001,000000000000000;Bogotá;336,000000000000000;UTAM107
437;182926,278523999990000;11001,000000000000000;Bogotá;441,000000000000000;UTAM102
438;372964,765881000030000;11001,000000000000000;Bogotá;362,000000000000000;UTAM102
439;332967,713730000020000;11001,000000000000000;Bogotá;335,000000000000000;UTAM107
440;180344,128697000010000;11001,000000000000000;Bogotá;429,000000000000000;UTAM40
441;164830,068269999990000;11001,000000000000000;Bogotá;366,000000000000000;UTAM108
442;62973,438743799998000;11001,000000000000000;Bogotá;483,000000000000000;UTAM96
443;131527,671134000000000;11001,000000000000000;Bogotá;353,000000000000000;UTAM92
444;347469,266723999990000;11001,000000000000000;Bogotá;171,000000000000000;UTAM21
445;666972,146084000010000;11001,000000000000000;Bogotá;172,000000000000000;UTAM21
446;236131,426279000010000;11001,000000000000000;Bogotá;211,000000000000000;UTAM26
447;1607151,636570000100000;11001,000000000000000;Bogotá;299,000000000000000;UTAM105
448;624579,613286999990000;11001,000000000000000;Bogotá;135,000000000000000;UTAM25
449;710960,527917000000000;11001,000000000000000;Bogotá;134,000000000000000;UTAM25
450;784980,520836999990000;11001,000000000000000;Bogotá;170,000000000000000;UTAM21
451;458436,384859999990000;11001,000000000000000;Bogotá;175,000000000000000;UTAM22
452;460870,077086000000000;11001,000000000000000;Bogotá;173,000000000000000;UTAM22
453;628539,426394999960000;11001,000000000000000;Bogotá;176,000000000000000;UTAM26
454;832889,839517000010000;11001,000000000000000;Bogotá;136,000000000000000;UTAM25
455;131282,126036000000000;11001,000000000000000;Bogotá;233,000000000000000;UTAM98
456;346155,280597999980000;11001,000000000000000;Bogotá;841,000000000000000;UTAM26
457;375348,905795999980000;11001,000000000000000;Bogotá;842,000000000000000;UTAM26
458;755083,293809999940000;11001,000000000000000;Bogotá;214,000000000000000;UTAM103
459;511713,403454000010000;11001,000000000000000;Bogotá;207,000000000000000;UTAM30
460;340903,884528000020000;11001,000000000000000;Bogotá;203,000000000000000;UTAM30
461;214079,435239999990000;11001,000000000000000;Bogotá;209,000000000000000;UTAM26
462;341737,755138000010000;11001,000000000000000;Bogotá;178,000000000000000;UTAM26
463;506434,260827000020000;11001,000000000000000;Bogotá;131,000000000000000;UTAM29
464;552382,561015999990000;11001,000000000000000;Bogotá;181,000000000000000;UTAM30
465;327051,164868999970000;11001,000000000000000;Bogotá;202,000000000000000;UTAM30
466;460858,905604999980000;11001,000000000000000;Bogotá;179,000000000000000;UTAM26
467;351390,441983999980000;11001,000000000000000;Bogotá;216,000000000000000;UTAM22
468;374759,986038999980000;11001,000000000000000;Bogotá;215,000000000000000;UTAM22
469;219624,376401999990000;11001,000000000000000;Bogotá;208,000000000000000;UTAM26
470;610309,705259999960000;11001,000000000000000;Bogotá;180,000000000000000;UTAM26
471;184120,385652000000000;11001,000000000000000;Bogotá;296,000000000000000;UTAM104
472;398807,978165999990000;11001,000000000000000;Bogotá;124,000000000000000;UTAM29
473;306264,548657000010000;11001,000000000000000;Bogotá;130,000000000000000;UTAM29
474;180523,259950999990000;11001,000000000000000;Bogotá;228,000000000000000;UTAM98
475;157212,285408000000000;11001,000000000000000;Bogotá;229,000000000000000;UTAM98
476;355182,549173999990000;11001,000000000000000;Bogotá;163,000000000000000;UTAM97
477;250648,509507000010000;11001,000000000000000;Bogotá;137,000000000000000;UTAM25
478;877343,540893999980000;11001,000000000000000;Bogotá;159,000000000000000;UTAM89
479;850905,820261999960000;11001,000000000000000;Bogotá;161,000000000000000;UTAM89
480;1010098,166690000000000;11001,000000000000000;Bogotá;855,000000000000000;UTAM17
481;1564196,400190000000000;11001,000000000000000;Bogotá;27,000000000000000;UTAM17
482;731750,373692999940000;11001,000000000000000;Bogotá;9,000000000000000;UTAM17
483;393541,009754000000000;11001,000000000000000;Bogotá;956,000000000000000;UTAM9
484;668204,060904999960000;11001,000000000000000;Bogotá;47,000000000000000;UTAM18
485;287346,830898999990000;11001,000000000000000;Bogotá;48,000000000000000;UTAM18
486;292348,169712000000000;11001,000000000000000;Bogotá;49,000000000000000;UTAM18
487;321241,683889999990000;11001,000000000000000;Bogotá;64,000000000000000;UTAM19
488;242581,115500000010000;11001,000000000000000;Bogotá;65,000000000000000;UTAM19
489;475250,736021000020000;11001,000000000000000;Bogotá;53,000000000000000;UTAM12
490;763959,649342000020000;11001,000000000000000;Bogotá;52,000000000000000;UTAM12
491;644633,423604000010000;11001,000000000000000;Bogotá;54,000000000000000;UTAM12
492;506554,228445000020000;11001,000000000000000;Bogotá;61,000000000000000;UTAM12
493;642345,431275999990000;11001,000000000000000;Bogotá;55,000000000000000;UTAM10
494;542888,449741999970000;11001,000000000000000;Bogotá;56,000000000000000;UTAM11
495;411122,742785000010000;11001,000000000000000;Bogotá;59,000000000000000;UTAM11
496;360402,766942000020000;11001,000000000000000;Bogotá;60,000000000000000;UTAM11
497;249061,944377999990000;11001,000000000000000;Bogotá;23,000000000000000;UTAM9
498;334384,819887000020000;11001,000000000000000;Bogotá;17,000000000000000;UTAM10
499;249578,828738999990000;11001,000000000000000;Bogotá;116,000000000000000;UTAM71
500;517975,657893000000000;11001,000000000000000;Bogotá;117,000000000000000;UTAM71
501;1046490,745530000000000;11001,000000000000000;Bogotá;115,000000000000000;UTAM71
502;939774,691632000030000;11001,000000000000000;Bogotá;114,000000000000000;UTAM71
503;595000,876603999990000;11001,000000000000000;Bogotá;113,000000000000000;UTAM71
504;528155,543707999980000;11001,000000000000000;Bogotá;110,000000000000000;UTAM28
505;523685,441172000020000;11001,000000000000000;Bogotá;106,000000000000000;UTAM28
506;520362,577919000000000;11001,000000000000000;Bogotá;108,000000000000000;UTAM28
507;313562,843453000010000;11001,000000000000000;Bogotá;90,000000000000000;UTAM19
508;357312,927911999980000;11001,000000000000000;Bogotá;14,000000000000000;UTAM9
509;476308,833005000020000;11001,000000000000000;Bogotá;13,000000000000000;UTAM9
510;196161,464474999990000;11001,000000000000000;Bogotá;16,000000000000000;UTAM9
511;458825,069634000010000;11001,000000000000000;Bogotá;12,000000000000000;UTAM9
512;910584,408029000040000;11001,000000000000000;Bogotá;11,000000000000000;UTAM9
513;481755,940603000000000;11001,000000000000000;Bogotá;77,000000000000000;UTAM13
514;460421,014059000010000;11001,000000000000000;Bogotá;63,000000000000000;UTAM13
515;181259,268914999990000;11001,000000000000000;Bogotá;26,000000000000000;UTAM10
516;665038,432284999990000;11001,000000000000000;Bogotá;25,000000000000000;UTAM10
517;177578,070952000010000;11001,000000000000000;Bogotá;24,000000000000000;UTAM9
518;506466,492548000010000;11001,000000000000000;Bogotá;942,000000000000000;UTAM42
519;387500,424263999970000;11001,000000000000000;Bogotá;943,000000000000000;UTAM69
520;564109,910326999960000;11001,000000000000000;Bogotá;944,000000000000000;UTAM69
521;499095,911469999990000;11001,000000000000000;Bogotá;571,000000000000000;UTAM69
522;821715,732499000030000;11001,000000000000000;Bogotá;946,000000000000000;UTAM49
523;1274534,421559999900000;11001,000000000000000;Bogotá;562,000000000000000;UTAM85
524;743125,921441999960000;11001,000000000000000;Bogotá;948,000000000000000;UTAM48
525;712502,109978999940000;11001,000000000000000;Bogotá;951,000000000000000;UTAM44
526;87442,081772799997000;11001,000000000000000;Bogotá;844,000000000000000;UTAM107
527;685469,030952999950000;11001,000000000000000;Bogotá;318,000000000000000;UTAM114
528;523484,349850000000000;11001,000000000000000;Bogotá;323,000000000000000;UTAM112
529;126413,279771000000000;11001,000000000000000;Bogotá;962,000000000000000;UTAM67
530;450808,841620000020000;11001,000000000000000;Bogotá;941,000000000000000;UTAM42
531;155973,416265999990000;11001,000000000000000;Bogotá;964,000000000000000;UTAM48
532;314394,637920000010000;11001,000000000000000;Bogotá;359,000000000000000;UTAM102
533;652390,519341000010000;11001,000000000000000;Bogotá;605,000000000000000;UTAM32
534;189773,241791999990000;11001,000000000000000;Bogotá;607,000000000000000;UTAM34
535;281657,522555999980000;11001,000000000000000;Bogotá;974,000000000000000;UTAM54
536;284080,009605999980000;11001,000000000000000;Bogotá;610,000000000000000;UTAM36
537;352222,730923000020000;11001,000000000000000;Bogotá;656,000000000000000;UTAM54
538;383218,503543000030000;11001,000000000000000;Bogotá;978,000000000000000;UTAM54
539;201597,190516000000000;11001,000000000000000;Bogotá;981,000000000000000;UTAM36
540;208698,182689000010000;11001,000000000000000;Bogotá;589,000000000000000;UTAM39
541;247669,447014000000000;11001,000000000000000;Bogotá;503,000000000000000;UTAM38
542;348375,380318999990000;11001,000000000000000;Bogotá;424,000000000000000;UTAM43
543;510765,617091000020000;11001,000000000000000;Bogotá;416,000000000000000;UTAM80
544;895173,266510999990000;11001,000000000000000;Bogotá;990,000000000000000;UTAM46
545;385401,768291999990000;11001,000000000000000;Bogotá;340,000000000000000;UTAM101
546;153059,801684000010000;11001,000000000000000;Bogotá;352,000000000000000;UTAM91
547;317333,660160999980000;11001,000000000000000;Bogotá;354,000000000000000;UTAM93
548;983426,775025999990000;11001,000000000000000;Bogotá;995,000000000000000;UTAM78
549;863350,946065000030000;11001,000000000000000;Bogotá;393,000000000000000;UTAM78
550;1121112,658619999900000;11001,000000000000000;Bogotá;996,000000000000000;UTAM110
551;867620,081672000000000;11001,000000000000000;Bogotá;997,000000000000000;UTAM109
552;334418,421780999980000;11001,000000000000000;Bogotá;999,000000000000000;UTAM115
553;1000878,032939999900000;11001,000000000000000;Bogotá;306,000000000000000;UTAM115
554;282053,828930000020000;11001,000000000000000;Bogotá;835,000000000000000;UTAM74
555;883213,396505999960000;11001,000000000000000;Bogotá;42,000000000000000;UTAM27
556;681261,013501000010000;11001,000000000000000;Bogotá;838,000000000000000;UTAM23
557;769499,344171999950000;11001,000000000000000;Bogotá;94,000000000000000;UTAM24
558;404778,020693000000000;11001,000000000000000;Bogotá;212,000000000000000;UTAM26
559;448019,599302000020000;11001,000000000000000;Bogotá;213,000000000000000;UTAM26
560;196771,331096999990000;11001,000000000000000;Bogotá;361,000000000000000;UTAM102
561;123084,624219000000000;11001,000000000000000;Bogotá;334,000000000000000;UTAM107
562;264797,529435999980000;11001,000000000000000;Bogotá;846,000000000000000;UTAM100
563;260995,592955000000000;11001,000000000000000;Bogotá;247,000000000000000;UTAM97
564;177330,102883000010000;11001,000000000000000;Bogotá;254,000000000000000;UTAM97
565;166678,994941000010000;11001,000000000000000;Bogotá;166,000000000000000;UTAM97
566;447318,147935000020000;11001,000000000000000;Bogotá;144,000000000000000;UTAM16
567;468245,725818999980000;11001,000000000000000;Bogotá;146,000000000000000;UTAM16
568;450391,483736999970000;11001,000000000000000;Bogotá;853,000000000000000;UTAM20
569;844671,620554000020000;11001,000000000000000;Bogotá;58,000000000000000;UTAM11
570;972227,014312000010000;11001,000000000000000;Bogotá;28,000000000000000;UTAM17
571;261455,456381000000000;11001,000000000000000;Bogotá;7,000000000000000;UTAM1
572;437901,942829000010000;11001,000000000000000;Bogotá;141,000000000000000;UTAM20
573;1963978,532670000100000;11001,000000000000000;Bogotá;1001,000000000000000;UTAM61
574;429126,628728999990000;11001,000000000000000;Bogotá;1003,000000000000000;UTAM87
575;962768,216535000010000;11001,000000000000000;Bogotá;1006,000000000000000;UTAM86
576;1204378,839380000000000;11001,000000000000000;Bogotá;1017,000000000000000;UTAM3
577;555144,710716999950000;11001,000000000000000;Bogotá;1020,000000000000000;UTAM3
578;1043481,189550000000000;11001,000000000000000;Bogotá;1021,000000000000000;UTAM2
579;795255,087593000030000;11001,000000000000000;Bogotá;1025,000000000000000;UTAM24
580;612042,210817000010000;11001,000000000000000;Bogotá;1028,000000000000000;UTAM27
581;329254,197499000000000;11001,000000000000000;Bogotá;1034,000000000000000;UTAM78
582;778462,834080999950000;11001,000000000000000;Bogotá;1035,000000000000000;UTAM79
583;922606,333698999950000;11001,000000000000000;Bogotá;1045,000000000000000;UPR1
584;1077511,442390000000000;11001,000000000000000;Bogotá;1046,000000000000000;UPR1
585;1816298,379560000000000;11001,000000000000000;Bogotá;1048,000000000000000;UTAM72
586;1027481,622680000000000;11001,000000000000000;Bogotá;1049,000000000000000;UTAM72
587;9020924,657539999100000;11001,000000000000000;Bogotá;1050,000000000000000;UPR3
588;3753576,282120000100000;11001,000000000000000;Bogotá;1051,000000000000000;UPR3
589;352524,134842999980000;11001,000000000000000;Bogotá;481,000000000000000;UTAM96
590;2591655,544590000100000;11001,000000000000000;Bogotá;763,000000000000000;UTAM61
